	Category	Tweet	Score
1189	EVs	@diane_berwick They already do, vehicle tax is partially calculated on the factory declared emissions of a vehicle. Diesel far more expensive than petrol for equal engine size. When electric cars saturate the roads, they'll remove all benefits of electric by charging a per mile road user free.	1
1190	EVs	@LisaTrumpstr Some lithium chemistries don't use cobalt. Standard phone and laptop style cells are lithium-nickel-manganese-cobalt-oxide, and these are common in EVs, but many also use lithium iron phosphate, which are cheaper, lower energy density and longer cycle life.	0
1191	EVs	@GordonJohnson19 Make electric vehicle charging more accessible to low income populations - one of the dumber sentences Ive read in weeks.	1
1192	EVs	@DeadArchist Use Turo. Generally cheaper, you can choose the model you want, and that app might as well become a Tesla ride share app with how many are always available Any trim of the S is good, but if you go X, Y, or 3, try and get one with dual motors (and ludicrous mode)	0
1193	EVs	@PamKeithFL If you give up air travel, Ill drive an electric vehicle. Didnt think so	-2
1194	EVs	@DjoshUnchained @nytimes Honestly mail trucks is a great use of EVs as they have high utilisation and predictable routes. Probably more to do with lack of supply.	1
1195	EVs	Additional benefits include like waiving of road tax and registration. On a vehicle that costs about INR 1 lac, that is a significant amount. #mobility #electric	1
1196	EVs	@OhioSenateGOP USPS Forges Ahead with Gas-Power Mail Trucks Despite EPA's Desire for EVs EPA asked U.S. Postal Ser to rethink its $11.3 bill plan for new truck bec they only 0.4 mpg more fuel eff than current vehic date back 1987 USPS going ahead BY SEBASTIAN BLANCO FEB 23, 2022	-2
1197	EVs	@tedcruz What powers the electric vehicle!	2
1198	EVs	"@PamKeithFL Yeah - that doesn't show any tone deafness... ""Let's show Manchin and let's all just spend $70k on EVs just to screw with him."" Do you even think of how your statement is going to come across to people before you make it?"	-2
1199	EVs	@formulaff1on @UsamaMAGIC @Abu_it_is_ @fadedkaos @GBrown84 @wbuxtonofficial I don't talk about global warming because not even driving a electric vehicle can save the planet...ask me why ,,if you have half a brain you'll know why	-2
1200	EVs	@AbolishWages People are not all going to shift to bicycles so EVs are the best option we have right now. Even breathing produces CO, doesn't mean we should stop doing it.	2
1201	EVs	@janusPrime Depends on which market share. So no, it doesn't have to mean more EVs than ice. It corks mean they have 1% market share in the ice market, and 2% in the (much smaller) ev market.	0
1202	EVs	@FreeStateNH VERY expensive. Libertarians wouldn't subsidize the gas. Since $5.4T in various types of assistance are given to oil per year, and 80% of that assistance goes to fuel, you're looking at an increase of $9/gal or so over current prices. In a libertarian society, we drive EVs.	-2
1203	EVs	@SmileyGnome Funny story, I asked! They (Tesla salesman) wouldnt answer and said thats why theyre tow trucks. To which I replied had gas motors and walk away	-2
1204	EVs	Inflate/deflate: USPS claims the vehicles 94-kilowatt hour battery can only travel around 70 miles. Thats the most inefficient electric vehicle Ive ever seenshould have a range two to three times greater battery should be half the size	-2
1205	EVs	@MarceloPLima Edison was a con man and a grifter, pushed everyone around with hired thugs, all his patent inventory came from the minds of his interns like Tesla. Edison struggled to grasp the alternating current theory that runs our world today, like induction motors.	-2
1206	EVs	@CyrilRamaphosa @CyrilRamaphosa let Tesla Motors invest in South Africa. Would make the country wealthy. They need to build a gigafactory here, this would create thousands of jobs.	-2
1207	EVs	@60Minutes @andersoncooper Typical consultant. Focus on the shiny object (hey, just build a bunch of charging stations!), while completely whiffing on the real issue (the failing power grid needed to support the stations and millions more EVs). California rolling brownouts, anyone? What a dick.	-2
1208	EVs	@daniel_toloko Car companies are terrible business. And the EVs dont have the financial arms	-2
1209	EVs	@MattHenley14 @Tommy_little @theprojecttv I actually dont mind the show, I obviously tune in when I get a chance and I have nothing against @theprojecttv my tweet was an example of the general misconception about Tesla and EVs in the media.	-2
1210	EVs	Elon Musk is the founder of Tesla motors, Spacex, and solarcity. He also has a really goofy smile. @elonmusk $TSLA	2
1211	EVs	@WGRZ It is cheaper when you consider the cost of an electric vehicle.	0
1212	EVs	@AbolishWages Where do you think your oil comes from? Magic? You do realize crude oil *also* require oil to make, right, and it will *always* require more oil to make more oil on the other hand, EVs can be powered by hydroelectric power, solar, wind, what have you EVs are energy agnostic	-2
1213	EVs	How many Congressmen, Senators, Governors, Judges have Purchased Stocks and or Invested in Electric Vehicle Manufacturing ANTICIPATING the rising cost of Gasoline and the Joe Biden Administrations Push for Electric Vehicles?	-2
1214	EVs	@OperationalInc1 and vehicle manufacturers like SEA electric and Custom Denning, as well as car brands	2
1215	EVs	@Jitendr191286 Hi, the process of claiming state subsidy varies from state to state. This is dependent on the State EV policy by individual states. In Maharashtra and Meghalaya, it is included in the price. Please check your respective states' electric vehicle policy to understand this better.	0
1216	EVs	@aptera_motors @allinossallowed You have all the time you need to make it fantastic, as long you can get the funds and the support from people. Tesla experienced the same cant wait from the people when They made the first model 3 it was not easy for them, as long Team Aptera, leave breadcrumbs its fine :)	2
1217	EVs	@elonmusk ,SIR I WANT1CRORE RUPEES,VERY INSTANTLY,SIR IN RETURN I CAN GIVE THAT LUBRICANT MODEL,THAT CAN DISBALANCE YOUR TESLA VEHICLE ,MEAN IT IS ONE BUG ON YOUR TESLA MOTORS AS I THINK,BUT NOT SURE,AS I HAS A FSITH ON TEDLA BUT WANT TO INNOVARE PLEASE SIR,GIVE ME 1 CRORE RUPEES	-2
1218	EVs	Werenode brings a new phase to decentralized digital ecosystem for electric vehicle charging infrastructure #werecoin #werenode #WRC #EVcharging #EVriders #crypto #sharingEconomy #greentoken #ICO #tezos #bsc	1
1219	EVs	$NIO Good morning fellow electric vehicle enthusiast. Dont overlook Mullen Automotive. Serious US EV maker. Check it out.	-2
1220	EVs	@mrlevine The Ford salespeople don't know anything about the Mach-E, so I have to teach them And they are super pushy which isn't the best tbh, but it's fine, I know my EVs!	1
1221	EVs	@ItsKimJava I want purchase Model X Tesla car in India Tesla Motors which Time come to India tell me	-2
1222	EVs	Batteries that are not toxic to the environment!I wouldnt recommend them as a dessert topping, but the Tesla Motors Lithium-Ion cells are not classified as hazardous and are landfill safe. However, dumping them in the trash would be throwing money away,	-1
1223	EVs	@conaway953 @FJB11128228 @tkroenung @seungminkim @SenLummis @Sen_JoeManchin So what underlies your comment is that the propensity to purchase an Electric Vehicle has a dependency of the buyer also having access to a garage with a charging station. I dont believe this is a realistic expectation for adoption by all in the US, let alone the globe @elonmusk	-1
1224	EVs	I am serving up some sassy, cultural, curable, bruised Tesla Motors realness.	-1
1225	EVs	@werenode Werenode this is a building an ecosystem to the electric vehicle (EV) charging network development. ,And is opportunity for vehicle riders	2
1226	EVs	@business BYD OF WARREN BUFFETT MSC ECONOMIST ATHEIST WITH SUPPORT OF PRESIDENT XI JI PING COMMUNIST ATHEISTCHINESE AUTONOMOUS ELECTRIC VEHICLE COMPANY SINCE -1995-2022-DONT ACCEPT BITCOIN VOLATILE UNSTABLE -21 MILLION SUPPLY -GREAT ECONOMICS SATOSHI ATHEIST)	-2
1227	EVs	@roadrun99958526 @BrianRoemmele So, you're saying all the world's EVs can be run on only one battery? All at the same time? Really?	-2
1228	EVs	@joeys_lady @Matt_Doge_Davis @JsonGraham @sensarpensar @LudaLisl @gopronet @justins1888 @dannysuges @nikolamotor @GM @nikolabadger @AlanAdler @Nikola_Motors @Rickm3090 @Nikola_Truth Remember when Trevor sued Tesla over the obviously different design language.	-2
1229	EVs	@cjsienna55 An electric motorcycle I'm advertising launches today. When going agog about EVs, people don't stop to ask basic questions: - if coal powers my EV how's it green? - where are the savings if the price of electricity keeps climbing? - what do techies know about after-sales service?	1
1230	EVs	Getting really sick of folks QTing/screenshotting particular shitlord celebs (wizard school woman, electric vehicle man), to the point where I might have to unfollow some accounts I really like and enjoy otherwise.	0
1231	EVs	@StarfallHS @lopp They prepaid it in that premium price tag of the car. 50% of the fueal price are taxes in most of the countries.. these taxes will be later applied for EVs as well.. so yes, enjoy it now..	2
1232	EVs	@elonmusk It seems highly synergistic with both Tesla and SpaceX. The OV and Robotics/controls/automation are obvious. But automated, decentralized, PV/Electric -driven h2 electrolysis to feed small, modularized nh4 production (using efficient Tesla motors to drive compressors)	1
1233	EVs	@LarryRNickerso1 @dagenmcdowell i have looked up the calculation but also need to take what i found with a grain of salt these days the avg cost would be around 28 dollars,but what i found was from 2019 so it was really the same as filling your avg 12 gallon vehicle with rise in electric bills still cost close	0
1234	EVs	"Does anyone have a link to the ratings of the Tesla motors. I was just wondering if the Model 3P could get an ""acceleration boost"" of sorts as well."	0
1235	EVs	@elonmusk Just one more thing, @elonmusk &amp; @Tesla. If you guy build a mini sport van for travelers to live in. You might make take over the automotive scene. Especially if you mark the single motor at $25,000 and the dual motors at $40,000, but it must come equipped for traveling	1
1236	EVs	@giulio_mattioli Imagine if instead of wasting billions compensating nuke-plant operators for breaches of contract &amp; mothballing safe, effective power nuke plants, the DE government had offered a 200 million prize for designing the most efficient &amp; affordable electric vehicle possible.	2
1237	EVs	Electric Vehicle (EV) Charging Station Market to Grow by USD 22.02 billion | Technavio	2
1238	EVs	Which Electric Vehicle and Charging station stock will be biggest hit in 2022? Ford $F General Motors $GM Ideanomics $IDEX Tesla $TSLA $ALYI $CHPT $FSR $GOEV $FFIE $XOS $RIVN $LCID $LI $NIO $XPEV $GM $F $BYDDF $RACE $WBX $EVGO $ROM $QS $MGA $OIL $BLNK $GUSH $FCEL $PLUG	-2
